iter	Passed	Remaining
162	61159	314051
163	61511	313557
164	61837	312935
165	62173	312364
166	62488	311691
167	62809	311056
168	63127	310409
169	63453	309800
170	63795	309275
171	64114	308642
172	64550	308574
173	64982	308477
174	65420	308412
175	65863	308359
176	66314	308342
177	66737	308190
178	67169	308079
179	67859	309135
180	68273	308929
181	68716	308848
182	69130	308632
183	69513	308277
184	69883	307866
185	70201	307225
186	70542	306690
187	70876	306127
188	71195	305502
189	71530	304947
190	71861	304377
191	72173	303731
192	72492	303115
193	72841	302630
194	73175	302085
195	73512	301550
196	73829	300939
197	74244	300729
198	74661	300523
199	75078	300314
200	75503	300136
201	75929	299959
202	76361	299804
203	77176	301139
204	77603	300948
205	78071	300916
206	78537	300869
207	78944	300596
208	79312	300174
209	79657	299663
210	80011	299189
211	80363	298707
212	80698	298168
213	81002	297513
214	81317	296903
215	81623	296264
216	81990	295845
217	82338	295361
218	82647	294737
219	82978	294195
220	83350	293799
221	83676	293244
222	84108	293059
223	84535	292855
224	84981	292715
225	85464	292698
226	86155	293383
227	86616	293280
228	87077	293173
229	87550	293105
230	88006	292973
231	88363	292514
232	88715	292038
233	89053	291516
234	89388	290989
235	89743	290526
236	90075	289988
237	90412	289471
238	90734	288906
239	91065	288373
240	91371	287764
241	91712	287263
242	92038	286720
243	92369	286192
244	92696	285657
245	93050	285202
246	93415	284785
247	93890	284699
248	94363	284607
249	95182	285548
250	95667	285478
251	96048	285097
252	96382	284576
253	96725	284082
254	97057	283561
255	97407	283091
256	97826	282820
257	98185	282377
258	98553	281961
259	98912	281519
260	99283	281114
261	99667	280742
262	100109	280534
263	100448	280038
264	100779	279521
265	101134	279071
266	101512	278684
267	101854	278200
268	102211	277757
269	102560	277293
270	102886	276768
271	103269	276396
272	103717	276199
273	104155	275974
274	104590	275738
275	105031	275517
276	105756	276036
277	106201	275818
278	106676	275675
279	107116	275443
280	107583	275276
281	107948	274848
282	108273	274318
283	108615	273834
284	108950	273331
285	109312	272898
286	109683	272489
287	110104	272202
288	110492	271833
289	110862	271421
290	111224	270989
291	111584	270554
292	111951	270134
293	112302	269678
294	112661	269242
295	113116	269034
296	113588	268864
297	114021	268601
298	114471	268375
299	114919	268144
300	115303	267764
301	115638	267271
302	115970	266770
303	116303	266274
304	116679	265877
305	117036	265436
306	117426	265070
307	117763	264586
308	118109	264121
309	118493	263743
310	118987	263608
311	119394	263281
312	119786	262918
313	120107	262401
314	120458	261949
315	120794	261467
316	121124	260972
317	121451	260470
318	121793	260003
319	122133	259534
320	122506	259134
321	122960	258904
322	123415	258676
323	123852	258407
324	124419	258410
325	124895	258219
326	125398	258083
327	125831	257800
328	126281	257553
329	126704	257249
330	127033	256753
331	127371	256277
332	127738	255860
333	128078	255389
334	128396	254876
335	128732	254399
336	129049	253886
337	129373	253389
338	129690	252877
339	130031	252413
340	130394	251995
341	130724	251510
342	131067	251053
343	131400	250577
344	131752	250138
345	132122	249734
346	132517	249378
347	132896	248989
348	133296	248642
349	133686	248275
350	134128	248003
351	134558	247709
352	135007	247449
353	135411	247107
354	135768	246677
355	136082	246172
356	136410	245691
357	136733	245203
358	137068	244738
359	137393	244254
360	137749	243828
361	138084	243365
362	138415	242895
363	138741	242416
364	139091	241981
365	139414	241499
366	139757	241053
367	140080	240572
368	140415	240114
369	140738	239635
370	141081	239191
371	141517	238905
372	141959	238628
373	142843	239090
374	143304	238841
375	143756	238575
376	144180	238261
377	144570	237890
378	144895	237414
379	145243	236976
380	145591	236538
381	145910	236054
382	146238	235584
383	146562	235111
384	146899	234658
385	147227	234191
386	147552	233719
387	147888	233267
388	148219	232807
389	148539	232330
390	148877	231882
391	149217	231439
392	149542	230972
393	149870	230511
394	150218	230082
395	150554	229634
396	150994	229344
397	151403	229006
398	151853	228731
399	152285	228428
400	152730	228143
401	153116	227769
402	153442	227308
403	153782	226866
404	154109	226408
405	154434	225945
406	154798	225541
407	155124	225082
408	155467	224649
409	155786	224180
410	156102	223708
411	156442	223271
412	156779	222831
413	157102	222372
414	157426	221913
415	157747	221453
416	158100	221037
417	158430	220589
418	158787	220180
419	159158	219790
420	159498	219357
421	159890	218996
422	160338	218712
423	160762	218394
424	161590	218622
425	162035	218329
426	162426	217963
427	162834	217619
428	163241	217274
429	163564	216818
430	163885	216359
431	164242	215949
432	164576	215507
433	164889	215040
434	165238	214620
435	165564	214170
436	165888	213719
437	166213	213268
438	166548	212832
439	166873	212384
440	167212	211954
441	167542	211513
442	167885	211089
443	168222	210656
444	168572	210241
445	168950	209861
446	169312	209462
447	169811	209232
448	170332	209026
449	170863	208833
450	171329	208558
451	171799	208288
452	172218	207954
453	172595	207570
454	173010	207231
455	173414	206880
456	173837	206551
457	174274	206237
458	174667	205871
459	175067	205514
460	175482	205173
461	175885	204819
462	176255	204425
463	176667	204081
464	177081	203738
465	177456	203351
466	177885	203026
467	178318	202704
468	178726	202352
469	179155	202026
470	179510	201615
471	180025	201384
472	180512	201120
473	181383	201282
474	181907	201055
475	182431	200827
476	182923	200563
477	183311	200185
478	183679	199785
479	184048	199385
480	184435	199005
481	184847	198653
482	185215	198253
483	185645	197919
484	186046	197554
485	186444	197186
486	186827	196801
487	187180	196386
488	187587	196026
489	188008	195682
490	188384	195290
491	188788	194928
492	189168	194540
493	189581	194186
494	190024	193863
495	190507	193580
496	191081	193388
497	191627	193167
498	192068	192838
499	192517	192517
500	192973	192203
501	193459	191917
502	193929	191616
503	194373	191288
504	194859	191000
505	195285	190654
506	195700	190296
507	196179	190000
508	196660	189705
509	197109	189379
510	197539	189034
511	197972	188692
512	198361	188307
513	198796	187967
514	199233	187627
515	199652	187270
516	200130	186969
517	200624	186681
518	201070	186348
519	201529	186027
520	202103	185811
521	202597	185519
522	202994	185140
523	203338	184711
524	203723	184320
525	204073	183898
526	204426	183479
527	204811	183089
528	205166	182672
529	205536	182268
530	205874	181835
531	206212	181404
532	206576	180996
533	206932	180581
534	207306	180182
535	207640	179748
536	208009	179345
537	208375	178939
538	208739	178532
539	209177	178188
540	209566	177802
541	209917	177383
542	210270	176967
543	210673	176593
544	211101	176240
545	211539	175895
546	212005	175572
547	212461	175242
548	213395	175302
549	213820	174944
550	214309	174636
551	214716	174262
552	215123	173888
553	215542	173523
554	215970	173165
555	216415	172820
556	216840	172460
557	217262	172096
558	217665	171717
559	218091	171357
560	218507	170989
561	218906	170606
562	219356	170263
563	219842	169949
564	220314	169622
565	220753	169270
566	221191	168917
567	221615	168552
568	222041	168189
569	222545	167884
570	223086	167607
571	223574	167289
572	223984	166913
573	224354	166506
574	224766	166131
575	225128	165719
576	225572	165367
577	225912	164939
578	226246	164507
579	226573	164070
580	226893	163629
581	227229	163199
582	227587	162785
583	227956	162379
584	228467	162075
585	228966	161761
586	229383	161389
587	229777	161000
588	230154	160600
589	230484	160167
590	230810	159732
591	231156	159310
592	231495	158884
593	231909	158510
594	232409	158194
595	232815	157814
596	233263	157462
597	233719	157116
598	234100	156718
599	234428	156285
600	234761	155856
601	235099	155431
602	235424	154997
603	235773	154580
604	236104	154150
605	236430	153719
606	236766	153293
607	237101	152868
608	237430	152438
609	237834	152058
610	238161	151628
611	238477	151191
612	238835	150782
613	239176	150361
614	239515	149940
615	239843	149512
616	240181	149091
617	240514	148667
618	240972	148320
619	241981	148310
620	242419	147950
621	242842	147579
622	243344	147256
623	243764	146883
624	244115	146469
625	244481	146063
626	244863	145668
627	245228	145263
628	245559	144837
629	245963	144455
630	246338	144055
631	246668	143629
632	246986	143197
633	247341	142787
634	247692	142374
635	248084	141985
636	248413	141560
637	248746	141138
638	249106	140731
639	249457	140319
640	249795	139901
641	250124	139477
642	250582	139125
643	250984	138742
644	251455	138398
645	251828	137998
646	252188	137592
647	252525	137174
648	252851	136750
649	253174	136324
650	253514	135908
651	253845	135487
652	254164	135061
653	254513	134651
654	254859	134238
655	255190	133819
656	255527	133403
657	255903	133007
658	256298	132621
659	256703	132241
660	257099	131855
661	257451	131447
662	257770	131023
663	258102	130606
664	258530	130237
665	258892	129834
666	259283	129447
667	259999	129221
668	260564	128918
669	260982	128543
670	261275	128106
671	261615	127693
672	262057	127329
673	262428	126931
674	262772	126520
675	263137	126119
676	263557	125744
677	263931	125347
678	264313	124955
679	264670	124551
680	265017	124141
681	265351	123726
682	265681	123310
683	266022	122899
684	266358	122486
685	266706	122078
686	267027	121658
687	267357	121243
688	267728	120846
689	268050	120428
690	268377	120012
691	268725	119606
692	269185	119249
693	269643	118891
694	270090	118528
695	270517	118157
696	270967	117795
697	271445	117445
698	271827	117052
699	272222	116666
700	272844	116377
701	273178	115964
702	273507	115550
703	273837	115136
704	274218	114744
705	274568	114338
706	274908	113929
707	275225	113511
708	275555	113098
709	275875	112681
710	276285	112301
711	276685	111917
712	277068	111526
713	277459	111139
714	277867	110758
715	278236	110362
716	278647	109982
717	279395	109734
718	279860	109375
719	280354	109026
720	280844	108676
721	281296	108310
722	281712	107931
723	282067	107528
724	282423	107126
725	282793	106729
726	283162	106332
727	283536	105936
728	283958	105559
729	284348	105169
730	284714	104771
731	285091	104377
732	285458	103980
733	285834	103585
734	286203	103188
735	286585	102796
736	286984	102410
737	287349	102012
738	287757	101630
739	288178	101251
740	288554	100857
741	288964	100475
742	289447	100118
743	289962	99772
744	290445	99414
745	290913	99050
746	291402	98694
747	291881	98334
748	292399	97986
749	292873	97624
750	293518	97318
751	293928	96933
752	294390	96566
753	294831	96191
754	295293	95823
755	295730	95447
756	296183	95076
757	296516	94666
758	296835	94252
759	297167	93842
760	297480	93426
761	297803	93014
762	298130	92604
763	298527	92215
764	298901	91819
765	299249	91415
766	299716	91048
767	300167	90675
768	300615	90302
769	301043	89922
770	301465	89540
771	301903	89163
772	302363	88792
773	302832	88424
774	303250	88040
775	303904	87725
776	304354	87350
777	304810	86976
778	305240	86595
779	305659	86211
780	306100	85833
781	306453	85430
782	306791	85024
783	307107	84611
784	307431	84201
785	307755	83790
786	308081	83381
787	308406	82972
788	308745	82566
789	309059	82154
790	309389	81747
791	309770	81353
792	310209	80975
793	310700	80610
794	311116	80224
795	311534	79840
796	311959	79457
797	312413	79082
798	313067	78756
799	313521	78380
800	314005	78011
801	314535	77653
802	314979	77274
803	315410	76891
804	315833	76506
805	316234	76115
806	316588	75714
807	316913	75306
808	317247	74900
809	317580	74494
810	317968	74101
811	318295	73694
812	318638	73290
813	319021	72896
814	319359	72492
815	319689	72086
816	320063	71691
817	320450	71298
818	320834	70904
819	321263	70521
820	321660	70130
821	322134	69756
822	322573	69374
823	323030	68996
824	323441	68608
825	323821	68214
826	324227	67825
827	324756	67461
828	325204	67080
829	325653	66700
830	326168	66332
831	326619	65951
832	327023	65561
833	327343	65154
834	327705	64756
835	328101	64364
836	328463	63966
837	328862	63574
838	329251	63181
839	329669	62794
840	330103	62409
841	330609	62038
842	331087	61661
843	331624	61295
844	332109	60919
845	332559	60536
846	333070	60164
847	333577	59792
848	334222	59443
849	334683	59061
850	335228	58694
851	335769	58326
852	336261	57949
853	336700	57562
854	337143	57176
855	337551	56784
856	337963	56392
857	338424	56009
858	338844	55619
859	339280	55231
860	339719	54844
861	340165	54458
862	340626	54073
863	341114	53693
864	341564	53307
865	342025	52923
866	342408	52526
867	342812	52132
868	343188	51734
869	343606	51343
870	343986	50946
871	344433	50559
872	344787	50158
873	345125	49754
874	345457	49351
875	345776	48945
876	346111	48542
877	346440	48138
878	346766	47734
879	347095	47331
880	347440	46930
881	347773	46527
882	348098	46123
883	348436	45722
884	348766	45319
885	349091	44917
886	349414	44513
887	349773	44115
888	350127	43716
889	350511	43321
890	350921	42929
891	351328	42537
892	351745	42146
893	352182	41757
894	352644	41371
895	353096	40984
896	353446	40585
897	353791	40185
898	354163	39789
899	354482	39386
900	354808	38985
901	355134	38584
902	355454	38182
903	355788	37782
904	356159	37386
905	356480	36985
906	356816	36586
907	357193	36191
908	357569	35796
909	357986	35405
910	358392	35013
911	358811	34622
912	359207	34229
913	359537	33829
914	359858	33429
915	360198	33031
916	360603	32639
917	361072	32252
918	361495	31861
919	361965	31475
920	362795	31119
921	363246	30730
922	363746	30345
923	364214	29957
924	364643	29565
925	364982	29167
926	365354	28771
927	365725	28375
928	366062	27976
929	366379	27576
930	366703	27177
931	367037	26779
932	367356	26380
933	367692	25982
934	368011	25583
935	368345	25185
936	368669	24787
937	369006	24390
938	369366	23995
939	369743	23600
940	370099	23204
941	370582	22817
942	371023	22426
943	371492	22037
944	371854	21642
945	372173	21244
946	372513	20848
947	372883	20453
948	373216	20056
949	373555	19660
950	373934	19266
951	374272	18870
952	374598	18474
953	374977	18080
954	375339	17686
955	375665	17290
956	375991	16894
957	376340	16499
958	376689	16104
959	377018	15709
960	377349	15313
961	377689	14919
962	378064	14525
963	378455	14133
964	378791	13738
965	379171	13345
966	379584	12953
967	380096	12565
968	380622	12176
969	381143	11787
970	381517	11394
971	381923	11001
972	382312	10608
973	382712	10216
974	383098	9823
975	383516	9430
976	383969	9039
977	384513	8649
978	384890	8256
979	385294	7863
980	385619	7468
981	385944	7074
982	386298	6680
983	386653	6287
984	386981	5893
985	387310	5499
986	387638	5105
987	387964	4712
988	388299	4318
989	388646	3925
990	389038	3533
991	389693	3142
992	390106	2749
993	390514	2357
994	390934	1964
995	391391	1571
996	391814	1178
997	392278	786
998	392621	393
999	392956	0
